timestamp,artist_name,region,dsp,genre,isrc,streams,marketing_spend_usd
2026-02-03 09:35:08.108108108,Artist_18,Brazil,Amazon Music,Reggaeton,USUMG2677054,2680,346.32
2026-02-03 12:48:17.297297297,Artist_2,Spain,Amazon Music,Pop,USUMG2640949,9068,354.29
2026-02-03 16:01:26.486486486,Artist_3,Mexico,Apple Music,Reggaeton,USUMG2632547,8528,350.49
2026-02-03 19:14:35.675675675,Artist_16,Argentina,YouTube Music,Reggaeton,USUMG2691882,4831,282.89
2026-02-03 22:27:44.864864865,Artist_9,Brazil,Apple Music,Reggaeton,USUMG2678136,2437,570.71
2026-02-04 01:40:54.054054054,Artist_4,Mexico,YouTube Music,Pop,USUMG2674619,1574,378.35
2026-02-04 04:54:03.243243243,Artist_1,Brazil,Spotify,Rock En Español,USUMG2671842,11203,453.14
2026-02-04 08:07:12.432432432,Artist_4,Mexico,Amazon Music,Rock En Español,USUMG2636990,2291,149.05
2026-02-04 11:20:21.621621621,Artist_1,US-Latin,YouTube Music,Reggaeton,USUMG2626193,2765,107.29
2026-02-04 14:33:30.810810811,Artist_14,Brazil,Apple Music,Pop,USUMG2640109,5732,530.68
2026-02-04 17:46:40.000000000,Artist_16,Argentina,Amazon Music,Rock En Español,USUMG2629233,5467,589.72
2026-02-04 20:59:49.189189189,Artist_20,Argentina,Spotify,Rock En Español,USUMG2691730,463,138.87
2026-02-05 00:12:58.378378378,Artist_8,Spain,YouTube Music,Rock En Español,USUMG2644510,2614,123.76
2026-02-05 03:26:07.567567567,Artist_7,Mexico,YouTube Music,Pop,USUMG2611306,24266,0.0
2026-02-05 06:39:16.756756757,Artist_3,Brazil,YouTube Music,Pop,USUMG2613849,952,221.53
2026-02-05 09:52:25.945945946,Artist_17,Spain,Amazon Music,Reggaeton,USUMG2622360,8881,187.44
2026-02-05 13:05:35.135135135,Artist_1,Brazil,Apple Music,Latin Trap,USUMG2655800,4082,123.09
2026-02-05 16:18:44.324324324,Artist_16,Mexico,Apple Music,Rock En Español,USUMG2646963,2816,124.45
2026-02-05 19:31:53.513513513,Artist_12,Argentina,YouTube Music,Latin Trap,USUMG2664330,1020,1233.0
2026-02-05 22:45:02.702702703,Artist_19,US-Latin,Spotify,Pop,USUMG2661707,10673,297.22
2026-02-06 01:58:11.891891892,Artist_14,Argentina,Spotify,Pop,USUMG2628689,4171,257.23
2026-02-06 05:11:21.081081081,Artist_6,Spain,Apple Music,Pop,USUMG2639084,1415,114.79
2026-02-06 08:24:30.270270270,Artist_6,US-Latin,Spotify,Latin Trap,USUMG2650387,3590,60.38
2026-02-06 11:37:39.459459459,Artist_13,Spain,Apple Music,Pop,USUMG2684816,6674,984.78
2026-02-06 14:50:48.648648648,Artist_19,Mexico,YouTube Music,Reggaeton,USUMG2612642,15964,663.95
2026-02-06 18:03:57.837837838,Artist_8,US-Latin,Apple Music,Pop,USUMG2652137,1345,369.73
2026-02-06 21:17:07.027027027,Artist_2,Spain,Apple Music,Regional Mexican,USUMG2689832,10965,265.74
2026-02-07 00:30:16.216216216,Artist_1,Mexico,YouTube Music,Latin Trap,USUMG2665561,246834,0.0
2026-02-07 03:43:25.405405405,Artist_15,Argentina,Spotify,Regional Mexican,USUMG2672260,12509,350.82
2026-02-07 06:56:34.594594594,Artist_1,Mexico,Apple Music,Pop,USUMG2625438,61728,0.0
2026-02-07 10:09:43.783783784,Artist_5,Brazil,Apple Music,Reggaeton,USUMG2658442,5068,437.89
2026-02-07 13:22:52.972972973,Artist_16,Mexico,YouTube Music,Rock En Español,USUMG2612994,2680,217.27
2026-02-07 16:36:02.162162162,Artist_19,Mexico,Spotify,Pop,USUMG2611813,7079,172.12
2026-02-07 19:49:11.351351351,Artist_4,Brazil,Apple Music,Reggaeton,USUMG2694381,3888,324.5
2026-02-07 23:02:20.540540540,Artist_3,Spain,YouTube Music,Latin Trap,USUMG2665276,5757,272.9
2026-02-08 02:15:29.729729730,Artist_17,Spain,Apple Music,Regional Mexican,USUMG2651243,2897,422.61
2026-02-08 05:28:38.918918919,Artist_17,Mexico,Amazon Music,Regional Mexican,USUMG2672912,6674,46.67
2026-02-08 08:41:48.108108108,Artist_12,Brazil,YouTube Music,Regional Mexican,USUMG2670272,8799,363.18
2026-02-08 11:54:57.297297297,Artist_14,Brazil,Spotify,Latin Trap,USUMG2652051,891,143.11
2026-02-08 15:08:06.486486486,Artist_6,Argentina,Spotify,Reggaeton,USUMG2688854,9046,200.46
2026-02-08 18:21:15.675675676,Artist_3,Spain,Spotify,Latin Trap,USUMG2692736,3985,295.41
2026-02-08 21:34:24.864864865,Artist_9,US-Latin,Spotify,Regional Mexican,USUMG2675618,9410,894.1
2026-02-09 00:47:34.054054054,Artist_5,Spain,Apple Music,Pop,USUMG2611920,2922,466.7
2026-02-09 04:00:43.243243243,Artist_17,Spain,Apple Music,Rock En Español,USUMG2687219,2482,290.2
2026-02-09 07:13:52.432432432,Artist_14,Argentina,Spotify,Latin Trap,USUMG2686872,12429,94.45
2026-02-09 10:27:01.621621621,Artist_3,US-Latin,Spotify,Latin Trap,USUMG2691132,1546,317.78
2026-02-09 13:40:10.810810811,Artist_1,Argentina,Spotify,Reggaeton,USUMG2612093,9396,140.06
2026-02-09 16:53:20.000000000,Artist_20,US-Latin,Apple Music,Reggaeton,USUMG2622905,3408,656.74
2026-02-09 20:06:29.189189189,Artist_1,Mexico,Spotify,Latin Trap,USUMG2634351,66744,308.71
2026-02-09 23:19:38.378378378,Artist_3,US-Latin,Spotify,Regional Mexican,USUMG2640981,1944,121.3
2026-02-10 02:32:47.567567567,Artist_18,Argentina,Amazon Music,Rock En Español,USUMG2683903,4355,293.72
2026-02-10 05:45:56.756756757,Artist_10,Spain,Amazon Music,Reggaeton,USUMG2680821,2066,638.32
2026-02-10 08:59:05.945945946,Artist_3,US-Latin,Spotify,Regional Mexican,USUMG2692289,300,621.25
2026-02-10 12:12:15.135135135,Artist_8,US-Latin,YouTube Music,Pop,USUMG2694021,1687,271.63
2026-02-10 15:25:24.324324324,Artist_14,Brazil,Spotify,Reggaeton,USUMG2688513,131,540.53
2026-02-10 18:38:33.513513513,Artist_18,Spain,Amazon Music,Regional Mexican,USUMG2629874,19264,382.72
2026-02-10 21:51:42.702702703,Artist_15,Mexico,YouTube Music,Regional Mexican,USUMG2660931,16969,246.37
2026-02-11 01:04:51.891891892,Artist_2,Argentina,YouTube Music,Rock En Español,USUMG2617674,2613,63.3
2026-02-11 04:18:01.081081081,Artist_10,Mexico,Spotify,Rock En Español,USUMG2660516,6616,515.08
2026-02-11 07:31:10.270270270,Artist_2,Spain,Amazon Music,Pop,USUMG2670686,2221,167.52
2026-02-11 10:44:19.459459459,Artist_17,US-Latin,Amazon Music,Regional Mexican,USUMG2679212,5659,373.4
2026-02-11 13:57:28.648648648,Artist_8,US-Latin,YouTube Music,Regional Mexican,USUMG2612426,8284,58.48
2026-02-11 17:10:37.837837838,Artist_1,Spain,Spotify,Rock En Español,USUMG2678498,14764,352.79
2026-02-11 20:23:47.027027027,Artist_9,US-Latin,Apple Music,Reggaeton,USUMG2639943,2655,293.78
2026-02-11 23:36:56.216216216,Artist_11,US-Latin,Apple Music,Reggaeton,USUMG2676395,7746,457.16
2026-02-12 02:50:05.405405405,Artist_16,US-Latin,Amazon Music,Latin Trap,USUMG2654816,1645,257.25
2026-02-12 06:03:14.594594594,Artist_7,Argentina,Apple Music,Rock En Español,USUMG2614138,23294,339.77
2026-02-12 09:16:23.783783784,Artist_10,Argentina,Amazon Music,Latin Trap,USUMG2685945,230,625.24
2026-02-12 12:29:32.972972973,Artist_3,Brazil,Amazon Music,Rock En Español,USUMG2614017,4725,1155.39
2026-02-12 15:42:42.162162162,Artist_18,Mexico,Amazon Music,Pop,USUMG2620451,5486,1336.92
2026-02-12 18:55:51.351351351,Artist_13,Spain,Apple Music,Regional Mexican,USUMG2672956,5924,1493.23
2026-02-12 22:09:00.540540540,Artist_7,Spain,Amazon Music,Pop,USUMG2620278,741,322.97
2026-02-13 01:22:09.729729730,Artist_4,Spain,YouTube Music,Rock En Español,USUMG2653764,14046,373.66
2026-02-13 04:35:18.918918919,Artist_13,Brazil,Spotify,Regional Mexican,USUMG2611134,1099,1122.36
2026-02-13 07:48:28.108108108,Artist_20,Argentina,Spotify,Reggaeton,USUMG2672943,4974,788.12
2026-02-13 11:01:37.297297297,Artist_1,Brazil,Amazon Music,Reggaeton,USUMG2664318,28539,0.0
2026-02-13 14:14:46.486486486,Artist_8,Spain,Spotify,Latin Trap,USUMG2670128,1935,158.32
2026-02-13 17:27:55.675675676,Artist_14,Mexico,Apple Music,Rock En Español,USUMG2698056,4053,43.39
2026-02-13 20:41:04.864864865,Artist_16,US-Latin,Apple Music,Rock En Español,USUMG2631869,2799,433.79
2026-02-13 23:54:14.054054054,Artist_14,Argentina,Spotify,Reggaeton,USUMG2615039,973,825.17
2026-02-14 03:07:23.243243243,Artist_12,Argentina,Apple Music,Pop,USUMG2631281,1037,173.17
2026-02-14 06:20:32.432432432,Artist_19,Brazil,Spotify,Regional Mexican,USUMG2620442,2807,179.65
2026-02-14 09:33:41.621621621,Artist_15,Argentina,Spotify,Pop,USUMG2683788,7179,510.54
2026-02-14 12:46:50.810810811,Artist_2,Spain,Spotify,Pop,USUMG2637586,11512,687.52
2026-02-14 16:00:00.000000000,Artist_2,Spain,Amazon Music,Reggaeton,USUMG2663053,539,387.34
2026-02-14 19:13:09.189189189,Artist_19,Brazil,Spotify,Reggaeton,USUMG2660489,2596,173.57
2026-02-14 22:26:18.378378378,Artist_17,Spain,Amazon Music,Reggaeton,USUMG2693104,628,275.65
2026-02-15 01:39:27.567567567,Artist_20,Mexico,Spotify,Latin Trap,USUMG2696346,183,244.32
2026-02-15 04:52:36.756756757,Artist_10,Brazil,Spotify,Pop,USUMG2677087,5519,495.21
2026-02-15 08:05:45.945945946,Artist_6,Mexico,Spotify,Rock En Español,USUMG2622625,4712,174.7
2026-02-15 11:18:55.135135135,Artist_15,US-Latin,Apple Music,Regional Mexican,USUMG2644397,989,103.99
2026-02-15 14:32:04.324324324,Artist_11,Mexico,Amazon Music,Latin Trap,USUMG2668671,1431,44.91
2026-02-15 17:45:13.513513513,Artist_5,US-Latin,Amazon Music,Rock En Español,USUMG2676897,219,201.84
2026-02-15 20:58:22.702702703,Artist_1,US-Latin,Spotify,Pop,USUMG2636149,9107,639.54
2026-02-16 00:11:31.891891892,Artist_8,Mexico,Spotify,Reggaeton,USUMG2670030,18482,150.76
2026-02-16 03:24:41.081081081,Artist_12,Brazil,Apple Music,Pop,USUMG2679906,827,69.77
2026-02-16 06:37:50.270270270,Artist_12,Spain,Apple Music,Regional Mexican,USUMG2615283,1416,107.01
2026-02-16 09:50:59.459459459,Artist_5,Spain,Apple Music,Latin Trap,USUMG2617610,10240,135.13
2026-02-16 13:04:08.648648648,Artist_7,US-Latin,Amazon Music,Latin Trap,USUMG2653326,13149,203.7
2026-02-16 16:17:17.837837838,Artist_4,US-Latin,Amazon Music,Regional Mexican,USUMG2624924,2820,95.37
2026-02-16 19:30:27.027027027,Artist_6,Brazil,Amazon Music,Rock En Español,USUMG2686162,359,577.65
2026-02-16 22:43:36.216216216,Artist_13,Argentina,Spotify,Rock En Español,USUMG2610869,300,120.97
2026-02-17 01:56:45.405405405,Artist_20,Mexico,Amazon Music,Latin Trap,USUMG2611014,4365,405.72
2026-02-17 05:09:54.594594594,Artist_15,US-Latin,YouTube Music,Latin Trap,USUMG2620103,2595,199.35
2026-02-17 08:23:03.783783784,Artist_3,Spain,YouTube Music,Reggaeton,USUMG2692522,245,162.59
2026-02-17 11:36:12.972972973,Artist_8,Brazil,Apple Music,Rock En Español,USUMG2643458,4476,542.7
2026-02-17 14:49:22.162162162,Artist_20,Mexico,Amazon Music,Regional Mexican,USUMG2692409,156,298.7
2026-02-17 18:02:31.351351351,Artist_16,Brazil,YouTube Music,Rock En Español,USUMG2633248,7841,751.35
2026-02-17 21:15:40.540540540,Artist_13,Mexico,Apple Music,Reggaeton,USUMG2699160,1929,207.41
2026-02-18 00:28:49.729729730,Artist_18,Mexico,Amazon Music,Latin Trap,USUMG2653516,305,119.69
2026-02-18 03:41:58.918918919,Artist_10,US-Latin,Spotify,Latin Trap,USUMG2639061,4537,244.06
2026-02-18 06:55:08.108108108,Artist_19,Brazil,YouTube Music,Reggaeton,USUMG2634170,2634,186.69
2026-02-18 10:08:17.297297297,Artist_17,Brazil,Spotify,Regional Mexican,USUMG2618024,18310,966.52
2026-02-18 13:21:26.486486486,Artist_19,Spain,Amazon Music,Latin Trap,USUMG2692214,4028,180.11
2026-02-18 16:34:35.675675676,Artist_5,Spain,YouTube Music,Pop,USUMG2695947,1709,415.05
2026-02-18 19:47:44.864864865,Artist_9,US-Latin,Amazon Music,Latin Trap,USUMG2653803,6279,316.27
2026-02-18 23:00:54.054054054,Artist_12,US-Latin,Spotify,Pop,USUMG2629296,1683,117.49
2026-02-19 02:14:03.243243243,Artist_1,Argentina,YouTube Music,Reggaeton,USUMG2696664,11829,151.87
2026-02-19 05:27:12.432432432,Artist_1,Spain,Spotify,Reggaeton,USUMG2628257,2447,360.28
2026-02-19 08:40:21.621621621,Artist_15,Mexico,Amazon Music,Latin Trap,USUMG2622855,4091,361.36
2026-02-19 11:53:30.810810811,Artist_2,Brazil,Amazon Music,Rock En Español,USUMG2695178,359,241.1
2026-02-19 15:06:40.000000000,Artist_16,US-Latin,Spotify,Pop,USUMG2630025,2876,291.58
2026-02-19 18:19:49.189189189,Artist_8,Brazil,YouTube Music,Regional Mexican,USUMG2614458,9029,57.17
2026-02-19 21:32:58.378378378,Artist_13,Brazil,Spotify,Latin Trap,USUMG2673610,8290,148.33
2026-02-20 00:46:07.567567567,Artist_1,Argentina,Amazon Music,Regional Mexican,USUMG2680843,1370,638.54
2026-02-20 03:59:16.756756757,Artist_16,Spain,Spotify,Latin Trap,USUMG2693961,1381,203.19
2026-02-20 07:12:25.945945946,Artist_7,US-Latin,Amazon Music,Rock En Español,USUMG2659831,8599,636.5
2026-02-20 10:25:35.135135135,Artist_5,Brazil,Spotify,Rock En Español,USUMG2653427,13424,704.23
2026-02-20 13:38:44.324324324,Artist_3,US-Latin,YouTube Music,Rock En Español,USUMG2648506,601,698.83
2026-02-20 16:51:53.513513513,Artist_12,Mexico,YouTube Music,Rock En Español,USUMG2615668,3089,942.73
2026-02-20 20:05:02.702702703,Artist_16,Argentina,Spotify,Reggaeton,USUMG2657195,2158,454.63
2026-02-20 23:18:11.891891892,Artist_19,Mexico,Spotify,Reggaeton,USUMG2683233,10327,918.56
2026-02-21 02:31:21.081081081,Artist_5,US-Latin,YouTube Music,Pop,USUMG2634417,536,608.62
2026-02-21 05:44:30.270270270,Artist_14,US-Latin,Amazon Music,Regional Mexican,USUMG2691982,1285,50.83
2026-02-21 08:57:39.459459459,Artist_5,Spain,YouTube Music,Latin Trap,USUMG2620751,7081,424.26
2026-02-21 12:10:48.648648649,Artist_15,Brazil,Amazon Music,Latin Trap,USUMG2656218,363,1335.45
2026-02-21 15:23:57.837837838,Artist_17,Brazil,Spotify,Reggaeton,USUMG2617352,3491,39.8
2026-02-21 18:37:07.027027027,Artist_14,Mexico,Spotify,Latin Trap,USUMG2689052,3017,312.39
2026-02-21 21:50:16.216216216,Artist_20,Argentina,Amazon Music,Reggaeton,USUMG2698835,2135,115.37
2026-02-22 01:03:25.405405405,Artist_5,Brazil,Spotify,Pop,USUMG2638927,2609,159.27
2026-02-22 04:16:34.594594595,Artist_12,Spain,Amazon Music,Regional Mexican,USUMG2651094,3874,200.63
2026-02-22 07:29:43.783783784,Artist_16,Mexico,Apple Music,Pop,USUMG2664122,979,422.34
2026-02-22 10:42:52.972972973,Artist_16,Mexico,YouTube Music,Rock En Español,USUMG2639493,4343,238.26
2026-02-22 13:56:02.162162162,Artist_7,Spain,Apple Music,Rock En Español,USUMG2683539,8284,412.31
2026-02-22 17:09:11.351351351,Artist_4,Argentina,Amazon Music,Rock En Español,USUMG2641707,7238,1080.57
2026-02-22 20:22:20.540540541,Artist_1,Spain,YouTube Music,Pop,USUMG2678814,935,656.68
2026-02-22 23:35:29.729729730,Artist_5,Argentina,Amazon Music,Latin Trap,USUMG2617296,908,358.92
2026-02-23 02:48:38.918918919,Artist_10,Spain,YouTube Music,Regional Mexican,USUMG2635398,1661,256.49
2026-02-23 06:01:48.108108108,Artist_5,Spain,YouTube Music,Rock En Español,USUMG2645842,2339,446.45
2026-02-23 09:14:57.297297297,Artist_4,US-Latin,YouTube Music,Rock En Español,USUMG2623261,2725,50.5
2026-02-23 12:28:06.486486487,Artist_2,Mexico,YouTube Music,Rock En Español,USUMG2686709,5792,220.11
2026-02-23 15:41:15.675675676,Artist_20,Spain,Amazon Music,Regional Mexican,USUMG2666704,391,459.86
2026-02-23 18:54:24.864864865,Artist_10,Spain,YouTube Music,Rock En Español,USUMG2677173,276,354.09
2026-02-23 22:07:34.054054054,Artist_19,Brazil,YouTube Music,Regional Mexican,USUMG2641781,2587,686.22
2026-02-24 01:20:43.243243243,Artist_1,Mexico,Apple Music,Rock En Español,USUMG2623652,103224,0.0
2026-02-24 04:33:52.432432433,Artist_5,Brazil,Spotify,Pop,USUMG2615103,1174,435.56
2026-02-24 07:47:01.621621622,Artist_13,Mexico,Spotify,Pop,USUMG2635500,5229,239.06
2026-02-24 11:00:10.810810811,Artist_4,Brazil,Apple Music,Regional Mexican,USUMG2645529,1604,198.09
2026-02-24 14:13:20.000000000,Artist_16,Spain,Apple Music,Pop,USUMG2628452,10961,715.15
2026-02-24 17:26:29.189189189,Artist_16,Spain,Amazon Music,Regional Mexican,USUMG2659393,11401,438.21
2026-02-24 20:39:38.378378378,Artist_2,US-Latin,Amazon Music,Pop,USUMG2641174,1864,150.36
2026-02-24 23:52:47.567567568,Artist_17,Brazil,Amazon Music,Pop,USUMG2674450,1406,642.48
2026-02-25 03:05:56.756756757,Artist_20,Argentina,Apple Music,Regional Mexican,USUMG2645436,2749,423.24
2026-02-25 06:19:05.945945946,Artist_12,US-Latin,Apple Music,Latin Trap,USUMG2657406,1475,292.62
2026-02-25 09:32:15.135135135,Artist_18,Brazil,YouTube Music,Pop,USUMG2673059,5679,571.82
2026-02-25 12:45:24.324324324,Artist_3,Brazil,Amazon Music,Rock En Español,USUMG2625954,8845,483.55
2026-02-25 15:58:33.513513514,Artist_1,US-Latin,Amazon Music,Latin Trap,USUMG2692722,5690,808.34
2026-02-25 19:11:42.702702703,Artist_1,Spain,Amazon Music,Regional Mexican,USUMG2622356,8796,804.01
2026-02-25 22:24:51.891891892,Artist_19,Brazil,Spotify,Latin Trap,USUMG2612187,2629,212.15
2026-02-26 01:38:01.081081081,Artist_11,Spain,YouTube Music,Reggaeton,USUMG2687243,949,315.17
2026-02-26 04:51:10.270270270,Artist_5,US-Latin,Amazon Music,Reggaeton,USUMG2645098,6796,246.02
2026-02-26 08:04:19.459459460,Artist_12,Spain,Amazon Music,Pop,USUMG2631225,2335,1074.57
2026-02-26 11:17:28.648648649,Artist_3,Mexico,Amazon Music,Pop,USUMG2613606,5662,576.76
2026-02-26 14:30:37.837837838,Artist_1,Argentina,Spotify,Rock En Español,USUMG2667620,1677,319.05
2026-02-26 17:43:47.027027027,Artist_1,Brazil,Spotify,Latin Trap,USUMG2642828,10460,175.26
2026-02-26 20:56:56.216216216,Artist_8,Argentina,Apple Music,Reggaeton,USUMG2636489,24619,344.71
2026-02-27 00:10:05.405405406,Artist_10,Spain,YouTube Music,Pop,USUMG2624387,949,27.3
2026-02-27 03:23:14.594594595,Artist_11,Brazil,Apple Music,Latin Trap,USUMG2679463,22392,254.08
2026-02-27 06:36:23.783783784,Artist_12,Spain,YouTube Music,Pop,USUMG2681832,19022,137.3
2026-02-27 09:49:32.972972973,Artist_13,Mexico,Spotify,Pop,USUMG2612591,7994,632.01
2026-02-27 13:02:42.162162162,Artist_12,US-Latin,Amazon Music,Reggaeton,USUMG2658516,5485,256.92
2026-02-27 16:15:51.351351351,Artist_14,Brazil,Apple Music,Reggaeton,USUMG2672061,4411,362.22
2026-02-27 19:29:00.540540541,Artist_2,Mexico,Amazon Music,Pop,USUMG2676736,10153,301.82
2026-02-27 22:42:09.729729730,Artist_19,Mexico,Apple Music,Regional Mexican,USUMG2691257,1808,650.66
2026-02-28 01:55:18.918918919,Artist_18,Brazil,Spotify,Pop,USUMG2671753,3252,662.21
2026-02-28 05:08:28.108108108,Artist_3,Spain,Spotify,Pop,USUMG2694774,4929,489.53
2026-02-28 08:21:37.297297297,Artist_17,Mexico,Spotify,Rock En Español,USUMG2621087,2748,420.21
2026-02-28 11:34:46.486486487,Artist_8,Argentina,Apple Music,Rock En Español,USUMG2640816,2888,69.29
2026-02-28 14:47:55.675675676,Artist_10,Mexico,YouTube Music,Rock En Español,USUMG2633408,2104,281.42
2026-02-28 18:01:04.864864865,Artist_2,Spain,Apple Music,Regional Mexican,USUMG2610136,4253,739.8
2026-02-28 21:14:14.054054054,Artist_19,Spain,YouTube Music,Regional Mexican,USUMG2627413,9604,387.81
2026-03-01 00:27:23.243243243,Artist_9,Argentina,Apple Music,Pop,USUMG2669500,1225,257.53
2026-03-01 03:40:32.432432433,Artist_7,Mexico,Apple Music,Rock En Español,USUMG2694514,301906,221.81
2026-03-01 06:53:41.621621622,Artist_4,Spain,Spotify,Regional Mexican,USUMG2666358,5941,223.03
2026-03-01 10:06:50.810810811,Artist_18,Brazil,Amazon Music,Reggaeton,USUMG2676197,8765,358.67
2026-03-01 13:20:00.000000000,Artist_13,US-Latin,Amazon Music,Pop,USUMG2642854,4161,202.41
2026-03-01 16:33:09.189189189,Artist_11,US-Latin,YouTube Music,Latin Trap,USUMG2686240,7659,703.39
2026-03-01 19:46:18.378378378,Artist_4,US-Latin,Amazon Music,Pop,USUMG2626322,181,58.17
2026-03-01 22:59:27.567567568,Artist_4,Mexico,Apple Music,Latin Trap,USUMG2616968,8629,565.83
2026-03-02 02:12:36.756756757,Artist_10,Argentina,Apple Music,Rock En Español,USUMG2637518,304,840.55
2026-03-02 05:25:45.945945946,Artist_5,Spain,Spotify,Latin Trap,USUMG2661925,11132,128.07
2026-03-02 08:38:55.135135135,Artist_9,Brazil,Spotify,Rock En Español,USUMG2669848,24218,523.89
2026-03-02 11:52:04.324324324,Artist_3,Brazil,Amazon Music,Reggaeton,USUMG2611700,1841,442.35
2026-03-02 15:05:13.513513514,Artist_17,Mexico,YouTube Music,Latin Trap,USUMG2633199,1280,165.73
2026-03-02 18:18:22.702702703,Artist_3,US-Latin,Amazon Music,Pop,USUMG2654589,7348,116.3
2026-03-02 21:31:31.891891892,Artist_16,Mexico,Amazon Music,Rock En Español,USUMG2642115,1558,468.64
2026-03-03 00:44:41.081081081,Artist_4,Argentina,Amazon Music,Pop,USUMG2671934,10133,1085.24
2026-03-03 03:57:50.270270270,Artist_18,Argentina,Amazon Music,Regional Mexican,USUMG2664316,642,768.4
2026-03-03 07:10:59.459459460,Artist_17,Spain,Apple Music,Rock En Español,USUMG2615520,773,526.59
2026-03-03 10:24:08.648648649,Artist_7,Spain,YouTube Music,Latin Trap,USUMG2646455,19452,463.51
2026-03-03 13:37:17.837837838,Artist_5,Argentina,Apple Music,Rock En Español,USUMG2696465,5701,387.54
2026-03-03 16:50:27.027027027,Artist_12,Argentina,YouTube Music,Pop,USUMG2651605,9482,312.87
2026-03-03 20:03:36.216216216,Artist_17,Argentina,Spotify,Reggaeton,USUMG2624955,2060,486.59
2026-03-03 23:16:45.405405406,Artist_13,Mexico,Amazon Music,Rock En Español,USUMG2654049,5742,163.61
2026-03-04 02:29:54.594594595,Artist_3,Argentina,Apple Music,Latin Trap,USUMG2623917,4609,609.86
2026-03-04 05:43:03.783783784,Artist_9,Brazil,YouTube Music,Regional Mexican,USUMG2680293,4720,330.32
2026-03-04 08:56:12.972972973,Artist_17,US-Latin,Spotify,Reggaeton,USUMG2688581,5836,334.34
2026-03-04 12:09:22.162162162,Artist_17,Argentina,Spotify,Regional Mexican,USUMG2674925,4382,952.1
2026-03-04 15:22:31.351351351,Artist_20,US-Latin,Amazon Music,Rock En Español,USUMG2680269,2902,105.15
2026-03-04 18:35:40.540540541,Artist_16,Mexico,YouTube Music,Pop,USUMG2640954,1714,539.94
2026-03-04 21:48:49.729729730,Artist_13,US-Latin,Apple Music,Pop,USUMG2682617,7417,873.64
2026-03-05 01:01:58.918918919,Artist_19,Mexico,Amazon Music,Latin Trap,USUMG2651458,1382,492.86
2026-03-05 04:15:08.108108108,Artist_17,Brazil,Apple Music,Pop,USUMG2699037,5994,396.07
2026-03-05 07:28:17.297297297,Artist_4,Mexico,Spotify,Reggaeton,USUMG2631113,1428,321.91
2026-03-05 10:41:26.486486487,Artist_12,Mexico,Apple Music,Pop,USUMG2653939,5008,611.63
2026-03-05 13:54:35.675675676,Artist_9,Spain,Apple Music,Latin Trap,USUMG2639345,6973,478.88
2026-03-05 17:07:44.864864865,Artist_19,Argentina,Amazon Music,Rock En Español,USUMG2656313,1334,262.97
2026-03-05 20:20:54.054054054,Artist_12,Argentina,Apple Music,Rock En Español,USUMG2679166,409,320.79
2026-03-05 23:34:03.243243243,Artist_9,Brazil,Amazon Music,Pop,USUMG2657861,801,476.23
2026-03-06 02:47:12.432432433,Artist_7,Brazil,Spotify,Regional Mexican,USUMG2659298,95120,146.56
2026-03-06 06:00:21.621621622,Artist_14,Argentina,Amazon Music,Rock En Español,USUMG2657221,9567,202.9
2026-03-06 09:13:30.810810811,Artist_20,Spain,Amazon Music,Pop,USUMG2654942,330,821.56
2026-03-06 12:26:40.000000000,Artist_19,Argentina,YouTube Music,Latin Trap,USUMG2613453,6724,249.99
2026-03-06 15:39:49.189189189,Artist_15,Spain,Apple Music,Pop,USUMG2664935,2187,116.67
2026-03-06 18:52:58.378378379,Artist_16,Brazil,Spotify,Rock En Español,USUMG2653370,3355,493.66
2026-03-06 22:06:07.567567568,Artist_5,US-Latin,Amazon Music,Latin Trap,USUMG2618328,13315,815.94
2026-03-07 01:19:16.756756757,Artist_3,Brazil,Spotify,Pop,USUMG2625534,2117,102.22
2026-03-07 04:32:25.945945946,Artist_12,Brazil,YouTube Music,Reggaeton,USUMG2695280,3230,677.89
2026-03-07 07:45:35.135135135,Artist_20,Mexico,Apple Music,Latin Trap,USUMG2694925,168,873.73
2026-03-07 10:58:44.324324324,Artist_4,Mexico,Amazon Music,Reggaeton,USUMG2646320,525,652.81
2026-03-07 14:11:53.513513514,Artist_16,Mexico,Apple Music,Regional Mexican,USUMG2659170,1596,305.6
2026-03-07 17:25:02.702702703,Artist_7,Mexico,YouTube Music,Latin Trap,USUMG2690201,4579,701.61
2026-03-07 20:38:11.891891892,Artist_13,Spain,YouTube Music,Reggaeton,USUMG2618640,5089,749.03
2026-03-07 23:51:21.081081081,Artist_10,Argentina,Spotify,Rock En Español,USUMG2640049,2879,123.55
2026-03-08 03:04:30.270270270,Artist_7,US-Latin,Amazon Music,Rock En Español,USUMG2615618,4071,583.36
2026-03-08 06:17:39.459459460,Artist_14,Brazil,Spotify,Regional Mexican,USUMG2666053,1059,367.24
2026-03-08 09:30:48.648648649,Artist_5,Spain,YouTube Music,Latin Trap,USUMG2611920,1854,356.3
2026-03-08 12:43:57.837837838,Artist_3,US-Latin,Apple Music,Latin Trap,USUMG2653937,5550,57.07
2026-03-08 15:57:07.027027027,Artist_11,Spain,Spotify,Latin Trap,USUMG2679724,16905,41.87
2026-03-08 19:10:16.216216216,Artist_11,Spain,Spotify,Regional Mexican,USUMG2622207,358,368.64
2026-03-08 22:23:25.405405406,Artist_18,Brazil,Apple Music,Latin Trap,USUMG2675774,11153,304.58
